PASAR BARU,Coffee Shop,9.2
MENTENG,Restaurant,9.1
GELORA,American Restaurant,8.9
MENTENG,Steakhouse,8.9
PEGANGSAAN,Restaurant,8.7
KEBON KACANG,Dessert Shop,8.7
MANGGA DUA SELATAN,Food Truck,8.7
KEBON KACANG,Sushi Restaurant,8.65
KEBON KACANG,Vietnamese Restaurant,8.5
MENTENG,Chinese Restaurant,8.5
KEBON KACANG,Indian Restaurant,8.4
CIKINI,Restaurant,8.4
KARET TENGSIN,Steakhouse,8.4
KEBON KACANG,Coffee Shop,8.357142857142858
PETAMBURAN,Food Truck,8.3
GLODOK,Coffee Shop,8.3
KEBON KACANG,Snack Place,8.3
JELAMBAR BARU,Coffee Shop,8.3
KARET TENGSIN,Dim Sum Restaurant,8.3
KEBON KELAPA,Seafood Restaurant,8.233333333333334
PEGANGSAAN,Coffee Shop,8.233333333333333
PINANGSIA,Coffee Shop,8.2
JELAMBAR,Seafood Restaurant,8.2
KRUKUT,Coffee Shop,8.2
KEBON KACANG,Bakery,8.2
JELAMBAR BARU,Seafood Restaurant,8.2
PEGANGSAAN,Middle Eastern Restaurant,8.2
PETOJO UTARA,Seafood Restaurant,8.2
SERDANG,Fast Food Restaurant,8.2
CIKINI,Middle Eastern Restaurant,8.2
CIKINI,Dessert Shop,8.2
UTAN PANJANG,Fast Food Restaurant,8.2
KEBON KACANG,Chinese Restaurant,8.100000000000001
KEBON KELAPA,Steakhouse,8.1
KARET TENGSIN,Middle Eastern Restaurant,8.1
PASAR BARU,Indonesian Restaurant,8.1
KRUKUT,Japanese Restaurant,8.1
KRUKUT,Korean Restaurant,8.1
GLODOK,Dumpling Restaurant,8.1
MAPHAR,Korean Restaurant,8.1
TAMAN SARI,Soup Place,8.1
MANGGA BESAR,Soup Place,8.1
JEMBATAN BESI,Coffee Shop,8.1
MAPHAR,Japanese Restaurant,8.1
DURI PULO,Soup Place,8.066666666666668
KEAGUNGAN,Bakery,8.05
TAMAN SARI,Chinese Restaurant,8.042857142857143
KEBON SIRIH,Italian Restaurant,8.0
MENTENG,Indonesian Restaurant,8.0
MANGGA DUA SELATAN,Donut Shop,8.0
TANGKI,Donut Shop,8.0
TOMANG,American Restaurant,8.0
TAMAN SARI,Donut Shop,8.0
KENARI,Indonesian Restaurant,8.0
KEBON KACANG,Restaurant,8.0
CIKINI,Seafood Restaurant,8.0
KEBON KACANG,Pizza Place,7.95
CIKINI,Coffee Shop,7.9
UTAN PANJANG,Noodle House,7.9
TANGKI,Fast Food Restaurant,7.9
GELORA,Bakery,7.9
TOMANG,Soup Place,7.9
JELAMBAR,Bakery,7.9
MENTENG,Bakery,7.9
PEKOJAN,Food Truck,7.9
JELAMBAR BARU,Bakery,7.9
GELORA,Sushi Restaurant,7.9
GROGOL,Indonesian Meatball Place,7.9
MANGGA BESAR,Fast Food Restaurant,7.9
KEBON KACANG,Seafood Restaurant,7.9
GROGOL,Café,7.9
KEBON KACANG,Indonesian Restaurant,7.9
TAMAN SARI,Fast Food Restaurant,7.9
TAMAN SARI,Dessert Shop,7.9
TANGKI,Dessert Shop,7.9
GELORA,Indonesian Restaurant,7.9
KEBON KACANG,Steakhouse,7.9
SERDANG,Noodle House,7.9
TOMANG,Dessert Shop,7.8999999999999995
GELORA,Restaurant,7.866666666666667
KEBON KELAPA,Noodle House,7.866666666666667
KARANG ANYAR,BBQ Joint,7.85
TANGKI,BBQ Joint,7.85
CIDENG,Soup Place,7.85
KEBON KELAPA,Asian Restaurant,7.85
GELORA,Japanese Restaurant,7.833333333333333
GELORA,Café,7.825
MANGGA BESAR,Chinese Restaurant,7.800000000000001
MENTENG,Coffee Shop,7.800000000000001
BENDUNGAN HILIR,Restaurant,7.8
KRUKUT,Steakhouse,7.8
GELORA,Wine Bar,7.8
MAPHAR,Steakhouse,7.8
KEBON KACANG,Salad Place,7.8
MENTENG,Fast Food Restaurant,7.8
PETOJO UTARA,Pizza Place,7.8
JELAMBAR BARU,Pizza Place,7.8
KARANG ANYAR,Salad Place,7.8
KEBON SIRIH,Malay Restaurant,7.8
MENTENG,Italian Restaurant,7.8
GELORA,Coffee Shop,7.8
PETAMBURAN,Middle Eastern Restaurant,7.8
CEMPAKA PUTIH BARAT,Bistro,7.8
KARET TENGSIN,Coffee Shop,7.787499999999999
KEBON KELAPA,Chinese Restaurant,7.783333333333334
CIKINI,Japanese Restaurant,7.75
GELORA,Dessert Shop,7.7
KEBON KELAPA,Indonesian Meatball Place,7.7
PEKOJAN,Japanese Restaurant,7.7
PEKOJAN,Donut Shop,7.7
CIKINI,Noodle House,7.7
KEBON KACANG,Korean Restaurant,7.7
GELORA,Chinese Restaurant,7.699999999999999
CIKINI,Betawinese Restaurant,7.699999999999999
KEBON KACANG,Japanese Restaurant,7.675000000000001
TOMANG,Coffee Shop,7.633333333333334
KEBON SIRIH,Coffee Shop,7.633333333333333
CIKINI,Café,7.633333333333333
CIKINI,Indonesian Restaurant,7.625
KEBON SIRIH,Indonesian Restaurant,7.614285714285714
PASEBAN,Indonesian Restaurant,7.6
MANGGA BESAR,Bakery,7.6
KARET TENGSIN,Korean Restaurant,7.6
PASAR BARU,Japanese Restaurant,7.6
KEBON SIRIH,German Restaurant,7.6
MAPHAR,Noodle House,7.6
PEGANGSAAN,Dessert Shop,7.6
MANGGA DUA SELATAN,Dessert Shop,7.6
GROGOL,Chinese Restaurant,7.6
BENDUNGAN HILIR,Indonesian Restaurant,7.575
TANGKI,Asian Restaurant,7.550000000000001
KARET TENGSIN,Sushi Restaurant,7.55
TANGKI,Chinese Restaurant,7.55
DURI PULO,Coffee Shop,7.5
KEBON KOSONG,Cupcake Shop,7.5
KEBON KELAPA,Snack Place,7.5
KARTINI,Cupcake Shop,7.5
CIDENG,Coffee Shop,7.5
SENEN,Soup Place,7.5
KEBON KACANG,Café,7.5
KARET TENGSIN,Italian Restaurant,7.5
SENEN,Indonesian Restaurant,7.5
PETOJO UTARA,Coffee Shop,7.466666666666666
KARET TENGSIN,Restaurant,7.449999999999999
GLODOK,Noodle House,7.425000000000001
TAMAN SARI,Asian Restaurant,7.419999999999999
KEAGUNGAN,Asian Restaurant,7.4142857142857155
RAWASARI,Restaurant,7.4
MANGGA BESAR,Café,7.4
MANGGA BESAR,Noodle House,7.4
MANGGA DUA SELATAN,Asian Restaurant,7.4
KEAGUNGAN,Restaurant,7.4
TAMAN SARI,Café,7.4
KEBON KELAPA,Beer Garden,7.4
KEBON SIRIH,Fried Chicken Joint,7.4
PASAR BARU,Wine Bar,7.4
TANGKI,Café,7.4
KEBON SIRIH,Café,7.3999999999999995
TANGKI,Noodle House,7.38
KEAGUNGAN,Coffee Shop,7.366666666666666
MANGGA BESAR,Asian Restaurant,7.35
KEBON SIRIH,Chinese Restaurant,7.35
JELAMBAR BARU,Noodle House,7.35
KRUKUT,Noodle House,7.349999999999999
GLODOK,Chinese Restaurant,7.324999999999999
TAMAN SARI,Noodle House,7.316666666666666
KEAGUNGAN,Chinese Restaurant,7.311111111111113
TAMAN SARI,Food Truck,7.300000000000001
PINANGSIA,Indonesian Restaurant,7.300000000000001
TANGKI,Food Truck,7.300000000000001
CIKINI,Chinese Restaurant,7.3
MAPHAR,Fast Food Restaurant,7.3
JATIPULO,Italian Restaurant,7.3
HARAPAN MULYA,Coffee Shop,7.3
KEBON KELAPA,Dessert Shop,7.3
KEBON KELAPA,BBQ Joint,7.3
SUMUR BATU,Coffee Shop,7.3
TOMANG,Italian Restaurant,7.3
GLODOK,Asian Restaurant,7.3
BENDUNGAN HILIR,Acehnese Restaurant,7.3
KARET TENGSIN,Bistro,7.3
PETOJO UTARA,Restaurant,7.3
KARET TENGSIN,BBQ Joint,7.3
GAMBIR,Coffee Shop,7.3
CEMPAKA BARU,Coffee Shop,7.3
KRAMAT,Indonesian Restaurant,7.266666666666667
CIDENG,Indonesian Restaurant,7.266666666666667
KARET TENGSIN,Pizza Place,7.25
PETOJO UTARA,Indonesian Restaurant,7.2
GLODOK,Food Court,7.2
CIKINI,Asian Restaurant,7.2
CEMPAKA PUTIH TIMUR,Coffee Shop,7.2
KEBON KACANG,Bed & Breakfast,7.2
CEMPAKA PUTIH TIMUR,Café,7.2
KEAGUNGAN,Noodle House,7.2
JELAMBAR,Coffee Shop,7.2
CEMPAKA PUTIH TIMUR,Indonesian Restaurant,7.2
MENTENG,Café,7.2
KAMPUNG BALI,Bed & Breakfast,7.2
KARET TENGSIN,Fried Chicken Joint,7.2
GUNUNG SAHARI UTARA,Coffee Shop,7.2
PASEBAN,Café,7.2
KEAGUNGAN,Dim Sum Restaurant,7.2
PASEBAN,Coffee Shop,7.2
KEAGUNGAN,Soup Place,7.199999999999999
PINANGSIA,Café,7.199999999999999
PEGANGSAAN,Indonesian Restaurant,7.169999999999999
PETOJO UTARA,Asian Restaurant,7.166666666666667
KRUKUT,Bakery,7.166666666666667
KARET TENGSIN,Indonesian Restaurant,7.15
PEKOJAN,Noodle House,7.15
JELAMBAR BARU,Chinese Restaurant,7.15
SENEN,Coffee Shop,7.125
GROGOL,Noodle House,7.111111111111111
KOTA BAMBU SELATAN,Noodle House,7.1
CIKINI,Bakery,7.1
KEBON KACANG,Asian Restaurant,7.1
KOTA BAMBU UTARA,Noodle House,7.1
CIDENG,Restaurant,7.1
KRUKUT,Bistro,7.1
DURI PULO,Restaurant,7.1
KAMPUNG BALI,Asian Restaurant,7.1
KAMPUNG BALI,Indonesian Restaurant,7.1
SENEN,Chinese Restaurant,7.1
MAPHAR,Bistro,7.1
MAPHAR,Bakery,7.05
GROGOL,Restaurant,7.05
KEBON SIRIH,Seafood Restaurant,7.033333333333334
JELAMBAR,Pizza Place,7.033333333333332
TANGKI,Indonesian Restaurant,7.0
KEBON MELATI,Indonesian Restaurant,7.0
PETAMBURAN,Coffee Shop,7.0
PETOJO UTARA,Bed & Breakfast,7.0
PASAR BARU,Bakery,7.0
KAMPUNG BALI,Café,7.0
TANAH TINGGI,Coffee Shop,7.0
TAMAN SARI,Indonesian Restaurant,7.0
BENDUNGAN HILIR,Pizza Place,7.0
KRENDANG,Indonesian Meatball Place,7.0
KARET TENGSIN,Seafood Restaurant,7.0
MAPHAR,Indonesian Restaurant,7.0
PETAMBURAN,Indonesian Meatball Place,7.0
GLODOK,Food Truck,7.0
KEBON SIRIH,Asian Restaurant,6.966666666666666
KRUKUT,Asian Restaurant,6.966666666666666
KEBON SIRIH,Snack Place,6.966666666666666
KWITANG,Indonesian Restaurant,6.966666666666666
MAPHAR,Asian Restaurant,6.95
KARTINI,Chinese Restaurant,6.95
PEKOJAN,Chinese Restaurant,6.95
PETOJO SELATAN,Indonesian Restaurant,6.949999999999999
MANGGA BESAR,Food Truck,6.925000000000001
PETOJO UTARA,Fast Food Restaurant,6.900000000000001
KEAGUNGAN,Fast Food Restaurant,6.9
GLODOK,Indonesian Restaurant,6.9
GUNUNG SAHARI UTARA,Restaurant,6.9
KAMPUNG BALI,Food Truck,6.9
KARANG ANYAR,Asian Restaurant,6.9
KEAGUNGAN,Food Truck,6.9
GLODOK,Dessert Shop,6.9
KARANG ANYAR,Restaurant,6.9
GAMBIR,Noodle House,6.9
TANGKI,Japanese Restaurant,6.9
BENDUNGAN HILIR,Soup Place,6.9
RAWASARI,Middle Eastern Restaurant,6.9
TAMAN SARI,Japanese Restaurant,6.9
MANGGA BESAR,Japanese Restaurant,6.9
KRUKUT,Fast Food Restaurant,6.9
PETAMBURAN,Asian Restaurant,6.9
KOTA BAMBU UTARA,Pizza Place,6.9
SENEN,Indonesian Meatball Place,6.9
TANGKI,Restaurant,6.9
BENDUNGAN HILIR,Bistro,6.9
KOTA BAMBU SELATAN,Pizza Place,6.9
TANAH TINGGI,Indonesian Restaurant,6.8999999999999995
KEBON SIRIH,Beer Garden,6.866666666666667
JELAMBAR,Chinese Restaurant,6.860000000000001
DURI PULO,Food Truck,6.85
KARET TENGSIN,Japanese Restaurant,6.818181818181818
CIDENG,Food Truck,6.800000000000001
PETOJO UTARA,Noodle House,6.8
MANGGA DUA SELATAN,BBQ Joint,6.8
MANGGA BESAR,Coffee Shop,6.8
KOTA BAMBU SELATAN,Donut Shop,6.8
RAWASARI,Food Truck,6.8
TAMAN SARI,Coffee Shop,6.8
GROGOL,Indonesian Restaurant,6.8
GROGOL,Snack Place,6.8
JATIPULO,Donut Shop,6.8
SENEN,Café,6.8
GROGOL,Fried Chicken Joint,6.8
KOTA BAMBU UTARA,Donut Shop,6.8
SENEN,Donut Shop,6.8
BENDUNGAN HILIR,Food Truck,6.8
KEBON SIRIH,Japanese Restaurant,6.766666666666666
MAPHAR,Food Truck,6.75
KARET TENGSIN,Wine Bar,6.75
KARET TENGSIN,Café,6.75
CIDENG,Pizza Place,6.75
DURI PULO,Pizza Place,6.75
PEGANGSAAN,Fast Food Restaurant,6.75
KRUKUT,Food Truck,6.75
DURI PULO,Chinese Restaurant,6.75
SENEN,Japanese Restaurant,6.75
PETAMBURAN,Indonesian Restaurant,6.75
JELAMBAR BARU,Snack Place,6.7
PASEBAN,Restaurant,6.7
CEMPAKA PUTIH TIMUR,Restaurant,6.7
JEMBATAN LIMA,Food Truck,6.7
JELAMBAR,Snack Place,6.7
BENDUNGAN HILIR,Coffee Shop,6.7
PASAR BARU,Chinese Restaurant,6.7
TANAH TINGGI,Fast Food Restaurant,6.7
RAWASARI,Seafood Restaurant,6.7
KENARI,Restaurant,6.7
KENARI,Fast Food Restaurant,6.7
GUNUNG SAHARI UTARA,Chinese Restaurant,6.7
KARTINI,Café,6.699999999999999
TANAH TINGGI,Pizza Place,6.699999999999999
KRUKUT,Chinese Restaurant,6.6800000000000015
KRUKUT,Indonesian Restaurant,6.65
JEMBATAN BESI,Chinese Restaurant,6.6
DURI PULO,Donut Shop,6.6
JOHAR BARU,Fast Food Restaurant,6.6
PEGANGSAAN,Snack Place,6.6
TOMANG,Snack Place,6.6
GAMBIR,Food Truck,6.6
BENDUNGAN HILIR,Snack Place,6.6
TANAH TINGGI,Café,6.6
PASAR BARU,Italian Restaurant,6.6
GALUR,Chinese Restaurant,6.6
KEAGUNGAN,Steakhouse,6.6
KARET TENGSIN,Asian Restaurant,6.6
CIDENG,Donut Shop,6.6
JELAMBAR,Noodle House,6.6
MANGGA DUA SELATAN,Café,6.6
CIDENG,Bakery,6.6
CIDENG,Noodle House,6.566666666666667
MANGGA BESAR,Indonesian Restaurant,6.55
MANGGA DUA SELATAN,Chinese Restaurant,6.516666666666667
JELAMBAR,Fast Food Restaurant,6.5
GALUR,Indonesian Restaurant,6.5
PETOJO UTARA,Food Truck,6.5
SENEN,Italian Restaurant,6.5
SENEN,Pizza Place,6.5
PETOJO UTARA,Donut Shop,6.5
JELAMBAR BARU,Indonesian Meatball Place,6.5
GALUR,Café,6.5
PETOJO UTARA,Chinese Restaurant,6.5
JELAMBAR,Indonesian Meatball Place,6.5
CEMPAKA PUTIH BARAT,Café,6.5
PETOJO SELATAN,Coffee Shop,6.5
PEKOJAN,Steakhouse,6.5
KAMPUNG BALI,Food Court,6.5
MAPHAR,Soup Place,6.5
MAPHAR,Chinese Restaurant,6.5
PEGANGSAAN,Café,6.5
CIDENG,Seafood Restaurant,6.5
KOTA BAMBU SELATAN,Asian Restaurant,6.5
KOTA BAMBU UTARA,Asian Restaurant,6.5
KENARI,Food Truck,6.5
KEBON SIRIH,Steakhouse,6.5
KEBON SIRIH,Food Court,6.5
TOMANG,Indonesian Restaurant,6.433333333333334
KENARI,Fried Chicken Joint,6.4
PASEBAN,Fried Chicken Joint,6.4
SENEN,American Restaurant,6.4
MANGGA DUA SELATAN,Noodle House,6.4
KEBON KOSONG,Seafood Restaurant,6.4
RAWASARI,Pizza Place,6.4
JELAMBAR BARU,Indonesian Restaurant,6.4
KARET TENGSIN,Food Court,6.4
PETOJO UTARA,Café,6.4
TOMANG,Chinese Restaurant,6.4
CIDENG,Chinese Restaurant,6.4
TOMANG,Food Truck,6.4
KARANG ANYAR,Indonesian Restaurant,6.4
KARET TENGSIN,Bed & Breakfast,6.4
CIDENG,Café,6.4
RAWASARI,Indonesian Meatball Place,6.4
CEMPAKA PUTIH TIMUR,Fried Chicken Joint,6.4
KAMPUNG BALI,Betawinese Restaurant,6.4
JELAMBAR,Indonesian Restaurant,6.4
DURI PULO,Café,6.35
KRAMAT,Noodle House,6.35
PASEBAN,Fast Food Restaurant,6.35
CEMPAKA PUTIH TIMUR,Fast Food Restaurant,6.35
KWITANG,Noodle House,6.35
KEBON SIRIH,Soup Place,6.3
PETOJO SELATAN,BBQ Joint,6.3
KEBON SIRIH,Donut Shop,6.3
KENARI,Coffee Shop,6.3
KEBON KOSONG,Indonesian Meatball Place,6.3
RAWASARI,Japanese Restaurant,6.3
DURI PULO,Indonesian Restaurant,6.3
KRUKUT,Donut Shop,6.3
PEGANGSAAN,Donut Shop,6.3
PINANGSIA,Fast Food Restaurant,6.3
GUNUNG SAHARI SELATAN,Indonesian Restaurant,6.3
KARET TENGSIN,Chinese Restaurant,6.3
RAWASARI,Korean Restaurant,6.3
GROGOL,Food Court,6.3
TANAH TINGGI,Indonesian Meatball Place,6.2
KEBON KOSONG,Bakery,6.2
GROGOL,Asian Restaurant,6.2
GROGOL,Dessert Shop,6.2
PINANGSIA,Seafood Restaurant,6.2
JELAMBAR,Steakhouse,6.2
PETOJO UTARA,Japanese Restaurant,6.2
KEBON KOSONG,Food Court,6.2
KAMPUNG BALI,Fast Food Restaurant,6.2
PEKOJAN,Asian Restaurant,6.2
KEMAYORAN,Food Court,6.2
KEBON SIRIH,Noodle House,6.2
KRAMAT,Donut Shop,6.2
CEMPAKA PUTIH BARAT,Indonesian Restaurant,6.15
UTAN PANJANG,Pizza Place,6.15
PEGANGSAAN,Food Truck,6.15
SERDANG,Pizza Place,6.15
SENEN,Asian Restaurant,6.15
PETOJO SELATAN,Food Court,6.1
PETOJO SELATAN,Food Truck,6.1
KEBON SIRIH,Middle Eastern Restaurant,6.1
KEBON SIRIH,Food Truck,6.1
PINANGSIA,Chinese Restaurant,6.1
JEMBATAN BESI,Indonesian Restaurant,6.1
SENEN,Seafood Restaurant,6.1
KARANG ANYAR,Noodle House,6.1
GAMBIR,Cupcake Shop,6.1
GALUR,Steakhouse,6.0
KEBON MELATI,Soup Place,6.0
PEGANGSAAN,Asian Restaurant,6.0
PASEBAN,Food Court,6.0
CEMPAKA PUTIH TIMUR,Food Court,6.0
KWITANG,Fast Food Restaurant,6.0
CEMPAKA PUTIH BARAT,Steakhouse,6.0
KENARI,Food Court,6.0
JELAMBAR,Food Truck,6.0
KEBON SIRIH,American Restaurant,6.0
GAMBIR,Indonesian Restaurant,6.0
TANAH TINGGI,Noodle House,6.0
JEMBATAN BESI,Seafood Restaurant,6.0
GAMBIR,Fast Food Restaurant,5.95
JEMBATAN BESI,Fast Food Restaurant,5.949999999999999
CEMPAKA PUTIH TIMUR,Noodle House,5.9
SENEN,Food Truck,5.9
DURI PULO,Indian Restaurant,5.9
JEMBATAN BESI,Asian Restaurant,5.9
KRENDANG,Beer Garden,5.9
PETOJO SELATAN,Noodle House,5.9
PETOJO SELATAN,Restaurant,5.9
PASEBAN,Noodle House,5.9
KENARI,Donut Shop,5.9
GAMBIR,Soup Place,5.9
PETOJO UTARA,American Restaurant,5.9
TOMANG,Noodle House,5.85
CEMPAKA PUTIH TIMUR,Asian Restaurant,5.800000000000001
PASEBAN,Asian Restaurant,5.800000000000001
DURI PULO,Noodle House,5.800000000000001
PEGANGSAAN,Vietnamese Restaurant,5.8
TAMBORA,Bakery,5.8
ROA MALAKA,Bakery,5.8
TANAH SEREAL,Bakery,5.8
BUNGUR,Bakery,5.8
SLIPI,Bakery,5.8
ANGKE,Bakery,5.8
KAMPUNG RAWA,Bakery,5.8
GONDANGDIA,Bakery,5.8
DURI UTARA,Bakery,5.8
KALI ANYAR,Bakery,5.8
DURI SELATAN,Bakery,5.8
MANGGA BESAR,Dim Sum Restaurant,5.7
KOTA BAMBU UTARA,Food Truck,5.7
KOTA BAMBU SELATAN,Food Truck,5.7
CEMPAKA PUTIH BARAT,Indonesian Meatball Place,5.7
KARANG ANYAR,Food Truck,5.7
PASAR BARU,Donut Shop,5.7
JELAMBAR,Fried Chicken Joint,5.7
JELAMBAR,Dim Sum Restaurant,5.6
GROGOL,Steakhouse,5.6
TANAH TINGGI,Asian Restaurant,5.6
JATIPULO,Indonesian Meatball Place,5.6
PASEBAN,Steakhouse,5.6
JELAMBAR,Japanese Restaurant,5.6
KEBON KOSONG,Food Truck,5.6
KEBON MELATI,Indonesian Meatball Place,5.6
KOTA BAMBU SELATAN,Indonesian Meatball Place,5.6
GAMBIR,Japanese Restaurant,5.6
KOTA BAMBU UTARA,Indonesian Meatball Place,5.6
MANGGA DUA SELATAN,Fast Food Restaurant,5.5
